00500;"random";0;219
00500;"random";5;98
00500;"random";10;77
00500;"random";20;64
00500;"random";30;63
00500;"random";50;57
00500;"shuffled";0;207
00500;"shuffled";5;97
00500;"shuffled";10;75
00500;"shuffled";20;63
00500;"shuffled";30;62
00500;"shuffled";50;55
00500;"partially_sorted";0;178
00500;"partially_sorted";5;76
00500;"partially_sorted";10;53
00500;"partially_sorted";20;41
00500;"partially_sorted";30;44
00500;"partially_sorted";50;29
00600;"random";0;242
00600;"random";5;111
00600;"random";10;87
00600;"random";20;75
00600;"random";30;74
00600;"random";50;71
00600;"shuffled";0;240
00600;"shuffled";5;110
00600;"shuffled";10;93
00600;"shuffled";20;87
00600;"shuffled";30;74
00600;"shuffled";50;70
00600;"partially_sorted";0;208
00600;"partially_sorted";5;83
00600;"partially_sorted";10;59
00600;"partially_sorted";20;46
00600;"partially_sorted";30;46
00600;"partially_sorted";50;35
00700;"random";0;277
00700;"random";5;148
00700;"random";10;117
00700;"random";20;99
00700;"random";30;88
00700;"random";50;86
00700;"shuffled";0;273
00700;"shuffled";5;138
00700;"shuffled";10;124
00700;"shuffled";20;98
00700;"shuffled";30;88
00700;"shuffled";50;87
00700;"partially_sorted";0;240
00700;"partially_sorted";5;108
00700;"partially_sorted";10;84
00700;"partially_sorted";20;66
00700;"partially_sorted";30;51
00700;"partially_sorted";50;39
00800;"random";0;317
00800;"random";5;171
00800;"random";10;134
00800;"random";20;110
00800;"random";30;100
00800;"random";50;101
00800;"shuffled";0;314
00800;"shuffled";5;172
00800;"shuffled";10;133
00800;"shuffled";20;109
00800;"shuffled";30;99
00800;"shuffled";50;100
00800;"partially_sorted";0;276
00800;"partially_sorted";5;135
00800;"partially_sorted";10;95
00800;"partially_sorted";20;70
00800;"partially_sorted";30;56
00800;"partially_sorted";50;44
00900;"random";0;356
00900;"random";5;191
00900;"random";10;154
00900;"random";20;122
00900;"random";30;113
00900;"random";50;114
00900;"shuffled";0;350
00900;"shuffled";5;185
00900;"shuffled";10;145
00900;"shuffled";20;122
00900;"shuffled";30;114
00900;"shuffled";50;113
00900;"partially_sorted";0;310
00900;"partially_sorted";5;143
00900;"partially_sorted";10;101
00900;"partially_sorted";20;75
00900;"partially_sorted";30;77
00900;"partially_sorted";50;59
01000;"random";0;406
01000;"random";5;207
01000;"random";10;168
01000;"random";20;144
01000;"random";30;143
01000;"random";50;129
01000;"shuffled";0;395
01000;"shuffled";5;210
01000;"shuffled";10;166
01000;"shuffled";20;144
01000;"shuffled";30;142
01000;"shuffled";50;129
01000;"partially_sorted";0;350
01000;"partially_sorted";5;155
01000;"partially_sorted";10;116
01000;"partially_sorted";20;90
01000;"partially_sorted";30;90
01000;"partially_sorted";50;66
01100;"random";0;447
01100;"random";5;224
01100;"random";10;178
01100;"random";20;157
01100;"random";30;155
01100;"random";50;143
01100;"shuffled";0;443
01100;"shuffled";5;225
01100;"shuffled";10;178
01100;"shuffled";20;164
01100;"shuffled";30;161
01100;"shuffled";50;145
01100;"partially_sorted";0;371
01100;"partially_sorted";5;159
01100;"partially_sorted";10;116
01100;"partially_sorted";20;93
01100;"partially_sorted";30;88
01100;"partially_sorted";50;73
01200;"random";0;1249
01200;"random";5;361
01200;"random";10;263
01200;"random";20;473
01200;"random";30;442
01200;"random";50;255
01200;"shuffled";0;734
01200;"shuffled";5;315
01200;"shuffled";10;250
01200;"shuffled";20;220
01200;"shuffled";30;225
01200;"shuffled";50;220
01200;"partially_sorted";0;620
01200;"partially_sorted";5;251
01200;"partially_sorted";10;186
01200;"partially_sorted";20;148
01200;"partially_sorted";30;145
01200;"partially_sorted";50;112
01300;"random";0;707
01300;"random";5;334
01300;"random";10;297
01300;"random";20;267
01300;"random";30;236
01300;"random";50;239
01300;"shuffled";0;746
01300;"shuffled";5;372
01300;"shuffled";10;273
01300;"shuffled";20;235
01300;"shuffled";30;226
01300;"shuffled";50;241
01300;"partially_sorted";0;594
01300;"partially_sorted";5;244
01300;"partially_sorted";10;192
01300;"partially_sorted";20;157
01300;"partially_sorted";30;147
01300;"partially_sorted";50;123
01400;"random";0;727
01400;"random";5;367
01400;"random";10;317
01400;"random";20;271
01400;"random";30;245
01400;"random";50;267
01400;"shuffled";0;716
01400;"shuffled";5;388
01400;"shuffled";10;312
01400;"shuffled";20;276
01400;"shuffled";30;251
01400;"shuffled";50;268
01400;"partially_sorted";0;656
01400;"partially_sorted";5;336
01400;"partially_sorted";10;287
01400;"partially_sorted";20;230
01400;"partially_sorted";30;183
01400;"partially_sorted";50;153
01500;"random";0;877
01500;"random";5;480
01500;"random";10;335
01500;"random";20;236
01500;"random";30;217
01500;"random";50;212
01500;"shuffled";0;610
01500;"shuffled";5;343
01500;"shuffled";10;278
01500;"shuffled";20;234
01500;"shuffled";30;214
01500;"shuffled";50;214
01500;"partially_sorted";0;530
01500;"partially_sorted";5;263
01500;"partially_sorted";10;198
01500;"partially_sorted";20;149
01500;"partially_sorted";30;121
01500;"partially_sorted";50;97
01600;"random";0;653
01600;"random";5;394
01600;"random";10;395
01600;"random";20;298
01600;"random";30;231
01600;"random";50;231
01600;"shuffled";0;655
01600;"shuffled";5;402
01600;"shuffled";10;292
01600;"shuffled";20;247
01600;"shuffled";30;231
01600;"shuffled";50;232
01600;"partially_sorted";0;564
01600;"partially_sorted";5;277
01600;"partially_sorted";10;199
01600;"partially_sorted";20;151
01600;"partially_sorted";30;120
01600;"partially_sorted";50;114
01700;"random";0;708
01700;"random";5;441
01700;"random";10;369
01700;"random";20;322
01700;"random";30;250
01700;"random";50;253
01700;"shuffled";0;773
01700;"shuffled";5;410
01700;"shuffled";10;350
01700;"shuffled";20;341
01700;"shuffled";30;340
01700;"shuffled";50;308
01700;"partially_sorted";0;845
01700;"partially_sorted";5;299
01700;"partially_sorted";10;211
01700;"partially_sorted";20;161
01700;"partially_sorted";30;131
01700;"partially_sorted";50;133
01800;"random";0;731
01800;"random";5;399
01800;"random";10;348
01800;"random";20;354
01800;"random";30;298
01800;"random";50;286
01800;"shuffled";0;716
01800;"shuffled";5;394
01800;"shuffled";10;315
01800;"shuffled";20;274
01800;"shuffled";30;258
01800;"shuffled";50;271
01800;"partially_sorted";0;638
01800;"partially_sorted";5;309
01800;"partially_sorted";10;223
01800;"partially_sorted";20;272
01800;"partially_sorted";30;214
01800;"partially_sorted";50;202
01900;"random";0;1111
01900;"random";5;577
01900;"random";10;502
01900;"random";20;407
01900;"random";30;389
01900;"random";50;353
01900;"shuffled";0;1168
01900;"shuffled";5;631
01900;"shuffled";10;619
01900;"shuffled";20;821
01900;"shuffled";30;414
01900;"shuffled";50;409
01900;"partially_sorted";0;849
01900;"partially_sorted";5;342
01900;"partially_sorted";10;306
01900;"partially_sorted";20;231
01900;"partially_sorted";30;200
01900;"partially_sorted";50;164
02000;"random";0;987
02000;"random";5;492
02000;"random";10;401
02000;"random";20;315
02000;"random";30;363
02000;"random";50;305
02000;"shuffled";0;922
02000;"shuffled";5;438
02000;"shuffled";10;450
02000;"shuffled";20;308
02000;"shuffled";30;340
